iter	Passed	Remaining
880	1890	255
881	1892	253
882	1895	251
883	1897	248
884	1899	246
885	1901	244
886	1903	242
887	1904	240
888	1906	238
889	1908	235
890	1910	233
891	1912	231
892	1914	229
893	1916	227
894	1918	225
895	1920	222
896	1921	220
897	1923	218
898	1925	216
899	1928	214
900	1929	212
901	1931	209
902	1933	207
903	1934	205
904	1936	203
905	1937	201
906	1939	198
907	1941	196
908	1943	194
909	1945	192
910	1947	190
911	1949	188
912	1950	185
913	1952	183
914	1954	181
915	1956	179
916	1958	177
917	1960	175
918	1962	172
919	1964	170
920	1965	168
921	1967	166
922	1969	164
923	1970	162
924	1972	159
925	1975	157
926	1977	155
927	1978	153
928	1980	151
929	1982	149
930	1983	147
931	1985	144
932	1987	142
933	1989	140
934	1992	138
935	1993	136
936	1995	134
937	1997	132
938	1998	129
939	2000	127
940	2002	125
941	2004	123
942	2006	121
943	2008	119
944	2010	116
945	2012	114
946	2013	112
947	2015	110
948	2017	108
949	2018	106
950	2020	104
951	2023	102
952	2025	99
953	2027	97
954	2028	95
955	2030	93
956	2032	91
957	2034	89
958	2036	87
959	2039	84
960	2041	82
961	2043	80
962	2044	78
963	2046	76
964	2048	74
965	2050	72
966	2051	70
967	2054	67
968	2056	65
969	2057	63
970	2059	61
971	2061	59
972	2063	57
973	2064	55
974	2066	52
975	2068	50
976	2071	48
977	2073	46
978	2075	44
979	2076	42
980	2078	40
981	2080	38
982	2081	36
983	2083	33
984	2085	31
985	2087	29
986	2089	27
987	2091	25
988	2093	23
989	2094	21
990	2096	19
991	2097	16
992	2099	14
993	2101	12
994	2103	10
995	2105	8
996	2107	6
997	2108	4
998	2110	2
999	2112	0
