iter	Logloss
169	0.3899139233
170	0.3894925064
171	0.3891279242
172	0.3889897379
173	0.3885407609
174	0.3882336563
175	0.3879244944
176	0.3876797537
177	0.3874017951
178	0.3871071633
179	0.3865704483
180	0.386293347
181	0.386015517
182	0.3857415017
183	0.3853542456
184	0.3851397225
185	0.3848981964
186	0.3846697004
187	0.3844569346
188	0.3841798761
189	0.3838058643
190	0.3835440646
191	0.383174339
192	0.3829368848
193	0.3826774854
194	0.3823748814
195	0.3820629334
196	0.38177936
197	0.3814550678
198	0.3810255929
199	0.3804929926
200	0.3804268569
201	0.3801712722
202	0.3799758225
203	0.379487627
204	0.3792372714
205	0.3788011101
206	0.3786179618
207	0.378476175
208	0.3781786286
209	0.377804274
210	0.3777026059
211	0.3773756563
212	0.3768826603
213	0.3765439666
214	0.37615221
215	0.3757693687
216	0.3755362007
217	0.3754405761
218	0.3752853736
219	0.3749970854
220	0.3747281707
221	0.3745939705
222	0.3743926916
223	0.3741607666
224	0.3741136187
225	0.3737433787
226	0.3735530296
227	0.3734057994
228	0.3732451535
229	0.373187033
230	0.3729752958
231	0.3728497966
232	0.3724870146
233	0.3721615223
234	0.3720314797
235	0.3717733233
236	0.3714936503
237	0.3710779769
238	0.3709362759
239	0.3708142484
240	0.3706612748
241	0.370398575
242	0.370218427
243	0.370144319
244	0.3698667891
245	0.3696190909
246	0.3695886162
247	0.3694198266
248	0.369270539
249	0.36921319
250	0.3691913733
251	0.3690019672
252	0.3687658417
253	0.3685293305
254	0.3684533794
255	0.3682743887
256	0.3682367132
257	0.3680736242
258	0.3678492857
259	0.3673404308
260	0.3671622544
261	0.3670522283
262	0.3668259181
263	0.3667360799
264	0.36640613
265	0.3662491702
266	0.3660540206
267	0.3658093227
268	0.3654873023
269	0.3651623672
270	0.3651030465
271	0.3648732218
272	0.3647858695
273	0.3645926486
274	0.3643397642
275	0.364146972
276	0.3639886406
277	0.3638190366
278	0.3637121393
279	0.3634332807
280	0.3633211972
281	0.3631572938
282	0.3628809211
283	0.362595376
284	0.362352907
285	0.3621377838
286	0.3619452059
287	0.3618000759
288	0.3617584571
289	0.3614629681
290	0.3613643003
291	0.3611204169
292	0.3610382509
293	0.3608170842
294	0.3607052578
295	0.3606511663
296	0.3605146944
297	0.3604122548
298	0.3602675963
299	0.3601518267
300	0.3600386287
301	0.3599679925
302	0.3597197801
303	0.3595284023
304	0.3593182939
305	0.3590970843
306	0.3590075675
307	0.3589515686
308	0.3587229439
309	0.3586757317
310	0.3584224615
311	0.3581679269
312	0.3580537217
313	0.3576814673
314	0.3575992584
315	0.3573919575
316	0.357233969
317	0.3570044443
318	0.3568131308
319	0.356545459
320	0.3564542706
321	0.3562641144
322	0.3561620391
323	0.356083302
324	0.355816959
325	0.3557219988
326	0.3555502302
327	0.3554421114
328	0.355335257
329	0.3551682676
330	0.3550688497
331	0.3548002779
332	0.3546510975
333	0.3545778253
334	0.3544391675
335	0.3541839685
336	0.353988776
337	0.3537974411
338	0.353611271
339	0.3534287656
340	0.3531917186
341	0.3531355697
342	0.3529714091
343	0.3527207321
344	0.352524168
345	0.3524760986
346	0.3522123487
347	0.3521331187
348	0.3519051155
349	0.3518036189
350	0.3513192809
351	0.3511823376
352	0.3510929922
353	0.3510405723
354	0.3508315569
355	0.3506958351
356	0.3506044109
357	0.3504231271
358	0.3503576129
359	0.3501796508
360	0.3500446148
361	0.3497869513
362	0.3495479112
363	0.3493232941
364	0.3491315949
365	0.3490452713
366	0.3488544721
367	0.3486899044
368	0.3483949297
369	0.348243199
370	0.3481193071
371	0.3480765739
372	0.3479769632
373	0.3478310617
374	0.3476816027
375	0.3475853352
376	0.3475344154
377	0.3474220962
378	0.347339673
379	0.3472349403
380	0.3471120341
381	0.3470784519
382	0.3469957716
383	0.3469317147
384	0.3468772374
385	0.346846977
386	0.3466275676
387	0.3463531237
388	0.3462832162
389	0.3461559167
390	0.3459600384
391	0.3458903023
392	0.3457132832
393	0.3455900985
394	0.3453985707
395	0.3452256878
396	0.3451164974
397	0.3449954344
398	0.3449244981
399	0.344830588
400	0.3447399782
401	0.3446003346
402	0.3443188185
403	0.3441556866
404	0.3440176289
405	0.3438968016
406	0.3438202076
407	0.3437782888
408	0.3434303369
409	0.3434049413
410	0.343327833
411	0.3432998872
412	0.3431386626
413	0.3430868856
414	0.3429538427
415	0.3427995832
416	0.3426325509
417	0.3424594751
418	0.342295636
419	0.3421758802
420	0.3421647575
421	0.3417959749
422	0.3416253636
423	0.3413489695
424	0.341320295
425	0.3412463156
426	0.3410566523
427	0.3409452974
428	0.3408818191
429	0.3407673139
430	0.3406388786
431	0.3404867622
432	0.340394138
433	0.3402218765
434	0.3400726747
435	0.3399678777
436	0.3398728103
437	0.3397240371
438	0.3396121679
439	0.3394883617
440	0.339387808
441	0.3392454426
442	0.3390771244
443	0.3389980445
444	0.338913864
445	0.3388369271
446	0.3388271975
447	0.3387392451
448	0.3386495354
449	0.3384995621
450	0.3383960081
451	0.3383398163
452	0.33818875
453	0.3380965972
454	0.3380338905
455	0.3379601468
456	0.337743952
457	0.3376253535
458	0.3374704297
459	0.3374114733
460	0.3370701651
461	0.3370409548
462	0.3368980751
463	0.3368141946
464	0.3367366148
465	0.3363258276
466	0.3362176445
467	0.3361377287
468	0.3359776186
469	0.3358935453
470	0.3358676782
471	0.3358204874
472	0.3357516514
473	0.335637339
474	0.335623259
475	0.3355781898
476	0.3354937093
477	0.3354048568
478	0.3353529084
479	0.3352294236
480	0.335124798
481	0.3350937233
482	0.3349526866
483	0.3349101892
484	0.3348595694
485	0.3346673344
486	0.3344603978
487	0.3342497751
488	0.3341399632
489	0.3338525322
490	0.3338213717
491	0.3337797744
492	0.3336408379
493	0.3336151637
494	0.3333959044
495	0.3331617291
496	0.3330013832
497	0.332858525
498	0.3325985041
499	0.3325315325
500	0.332476048
501	0.3324132769
502	0.3323369401
503	0.3322283713
504	0.3322041544
505	0.3320729759
506	0.3320555312
507	0.3319091368
508	0.331883334
509	0.3313890093
510	0.3312216984
511	0.3311496263
512	0.3309448328
513	0.3308794257
514	0.3307873158
515	0.330647415
516	0.3306100824
517	0.3305589054
518	0.3304131754
519	0.3301272017
520	0.3299356096
521	0.3297604336
522	0.3295235366
523	0.3294076598
524	0.3293357592
525	0.3292799103
526	0.3291447243
527	0.329050257
528	0.3288010372
529	0.3287416737
530	0.3286527569
531	0.3283904644
532	0.3282489562
533	0.3280709085
534	0.3279870708
535	0.3278573283
536	0.3277929713
537	0.3277121983
538	0.3276814236
539	0.32767448
540	0.3274757514
541	0.3271603531
542	0.3271047614
543	0.3270520414
544	0.3270147516
545	0.3266714718
546	0.3265664604
547	0.3264040572
548	0.3263197481
549	0.326201964
550	0.3261634098
551	0.326074193
552	0.3260185585
553	0.3259860692
554	0.3257370852
555	0.3256709067
556	0.325599799
557	0.3255727747
558	0.3255181902
559	0.3254265732
560	0.3253883833
561	0.3252486111
562	0.3251873831
563	0.3251125464
564	0.3250382241
565	0.3249876901
566	0.3249120819
567	0.3248091065
568	0.3247251618
569	0.3245799461
570	0.3244932796
571	0.3243280046
572	0.3242768706
573	0.3241577577
574	0.3240031982
575	0.3238790276
576	0.3237744449
577	0.3236580324
578	0.3235915752
579	0.3235027442
580	0.3234383872
581	0.3231822025
582	0.3230500382
583	0.3228779911
584	0.3228039688
585	0.322786224
586	0.3227638287
587	0.3226082405
588	0.3224785194
589	0.3222695469
590	0.3222131193
591	0.3220606386
592	0.322034
593	0.3219093366
594	0.3218612242
595	0.3217284385
596	0.3215724216
597	0.3214372571
598	0.3214090754
599	0.321304557
600	0.3211691781
601	0.3211155795
602	0.3210752466
603	0.3209942378
604	0.3208468791
605	0.3207882656
606	0.3207695136
607	0.3207125932
608	0.3205433963
609	0.3204838613
610	0.3204229976
611	0.3203368455
612	0.3202627804
613	0.3201701561
614	0.3201620552
615	0.3200247904
616	0.3198900544
617	0.3198196754
618	0.3197255938
619	0.3195138567
620	0.3193507677
621	0.31930617
622	0.3191868214
623	0.3189951007
624	0.3188427057
625	0.318783535
626	0.3185560462
627	0.3185238785
628	0.3183835919
629	0.3183587749
630	0.3182802522
631	0.3182236104
632	0.3181645254
633	0.3180321897
634	0.3177386509
635	0.3177023898
636	0.3176394259
637	0.3175061472
638	0.3173470658
639	0.3172156302
640	0.31720095
641	0.3170131512
642	0.3169587382
643	0.3168295957
644	0.3167380858
645	0.3166702999
646	0.3164318813
647	0.3163191335
648	0.3161125612
649	0.315978961
650	0.3159109394
651	0.315852776
652	0.3158465396
653	0.3157416354
654	0.3156582907
655	0.3155868187
656	0.3155544581
657	0.3154239869
658	0.3153746101
659	0.3153569511
660	0.3152167502
661	0.3151483857
662	0.315046589
663	0.3149267047
664	0.3148064988
665	0.3147330552
666	0.3146415882
667	0.3144008765
668	0.3143903539
669	0.3143042232
670	0.3142367588
671	0.3141372552
672	0.3139970544
673	0.3138307721
674	0.3137990973
675	0.3137051014
676	0.3136560247
677	0.3136211781
678	0.3135579999
679	0.313463704
680	0.3133576854
681	0.3133115233
682	0.3132228208
683	0.3131298108
684	0.3130425014
685	0.3129295606
686	0.3129017219
687	0.3127388258
688	0.3126671609
689	0.3126360432
690	0.3125836662
691	0.3124788906
692	0.3124292352
693	0.3123306103
694	0.312198296
695	0.3121423186
696	0.3120940562
697	0.31198403
698	0.3118664388
699	0.3118357069
700	0.3115314312
701	0.3114133471
702	0.3113537049
703	0.31109647
704	0.3107899869
705	0.3106490575
706	0.3105899939
707	0.3104482929
708	0.3103258369
709	0.3102125961
710	0.3102088885
711	0.3101342448
712	0.3100414276
713	0.3099877218
714	0.3098472424
715	0.3098079381
716	0.3097247006
717	0.3093893073
718	0.3091029049
719	0.3089893212
720	0.3089145703
721	0.3088113378
722	0.3084988969
723	0.3082086585
724	0.3081425442
725	0.3081034757
726	0.3078638998
727	0.3077856771
728	0.3076836875
729	0.3076107154
730	0.307421995
731	0.3072568058
732	0.307226331
733	0.3070964813
734	0.3068545481
735	0.306701103
736	0.3066557981
737	0.3065430716
738	0.3064149792
739	0.3062980309
740	0.30624964
741	0.3061378565
742	0.3060112857
743	0.3059331058
744	0.3057369704
745	0.3056820001
746	0.3056767496
747	0.3055583868
748	0.3053535719
749	0.3053126389
750	0.3052450459
751	0.3051488641
752	0.3048672194
753	0.3047904754
754	0.304670741
755	0.3044453953
756	0.3043693371
757	0.3041488133
758	0.3040641185
759	0.3040024832
760	0.303891857
761	0.303746427
762	0.3037056226
763	0.3036251282
764	0.3035349685
765	0.3033669075
766	0.3032713472
767	0.3031702363
768	0.3029989178
769	0.3028859556
770	0.302782123
771	0.3026438938
772	0.3025027286
773	0.3024640673
774	0.3023768007
775	0.302315787
776	0.3023109865
777	0.3020942774
778	0.3020195479
779	0.3019132721
780	0.3017295237
781	0.3016617164
782	0.3013983309
783	0.3012920765
784	0.3012220618
785	0.3011818789
786	0.3011218296
787	0.3009513041
788	0.300936281
789	0.3008653662
790	0.300706842
791	0.3006917118
792	0.3005936869
793	0.300496305
794	0.3004256473
795	0.3002520786
796	0.3002012446
797	0.3000983763
798	0.2999683766
799	0.2997633902
800	0.2996750092
801	0.2994680726
802	0.2992505706
803	0.2991311363
804	0.2989777983
805	0.2988402977
806	0.2988348114
807	0.2985561242
808	0.2984492698
809	0.2984196309
810	0.2983479446
811	0.2982571634
812	0.2981730686
813	0.298073415
814	0.2980689788
815	0.2979451726
816	0.2976730004
817	0.2976273955
818	0.2975658031
819	0.2975045751
820	0.2974337674
821	0.2973090611
822	0.2971673815
823	0.2970652634
824	0.2969494723
825	0.2967741034
826	0.296753144
827	0.2966561907
828	0.2965251194
829	0.2963904906
830	0.2962792857
831	0.2961907119
832	0.2961037668
833	0.2960603264
834	0.2959805606
835	0.2959025094
836	0.2958202148
837	0.2957472426
838	0.2957320053
839	0.2956085205
840	0.2955194323
841	0.2954634977
842	0.2954177642
843	0.2953448135
844	0.295199705
845	0.2951200249
846	0.2951012944
847	0.2950047482
848	0.2949383982
849	0.2947950042
850	0.2946692263
851	0.2945133595
852	0.2944777414
853	0.294397697
854	0.2942365796
855	0.2940676828
856	0.2940299216
857	0.2939540563
858	0.2938619464
859	0.2937226028
860	0.29365696
861	0.2936165199
862	0.2933375112
863	0.2932569097
864	0.2931719576
865	0.2930060397
866	0.2929495908
867	0.2928357071
868	0.2927520195
869	0.2926205839
870	0.2925183586
871	0.2924583092
872	0.2923820153
873	0.2921860298
874	0.2921443896
875	0.29213481
876	0.2920588804
877	0.2920095037
878	0.2919523689
879	0.291755462
880	0.2916676382
881	0.2915278017
882	0.2913905797
883	0.2913293088
884	0.291225862
885	0.2912031881
886	0.2910800677
887	0.291037163
888	0.2910044381
889	0.2908269046
890	0.2905965441
891	0.2905385521
892	0.2905300012
893	0.2904581649
894	0.2901491744
895	0.2899727553
896	0.2897934217
897	0.2897227212
898	0.2896562641
899	0.2893841347
900	0.2893468235
901	0.2892511775
902	0.2891332648
903	0.2890200026
904	0.2889805054
905	0.2889752763
906	0.2889267996
907	0.2888616926
908	0.2887913779
909	0.2887552669
910	0.2887037256
911	0.2886778371
912	0.2885546309
913	0.2884794514
914	0.2884017859
915	0.2883217629
916	0.2881520303
917	0.2881145477
918	0.2880033214
919	0.2879120473
920	0.2878186944
921	0.2877574021
922	0.2875588449
923	0.2874923878
924	0.2874651277
925	0.2873805614
926	0.2872173867
927	0.2871408141
928	0.2870649488
929	0.2869912908
930	0.2868097284
931	0.2865528792
932	0.2864683773
933	0.2863492644
934	0.2862926226
935	0.286116225
936	0.2860774137
937	0.2857686375
938	0.2856465029
939	0.2856066843
940	0.2854433595
941	0.2853310831
942	0.2852612828
943	0.2851001868
944	0.2850327652
945	0.2849234677
946	0.284640923
947	0.2843785018
948	0.2842525525
949	0.2841663575
950	0.284066061
951	0.2839909243
952	0.2839002288
953	0.2837737866
954	0.2836611458
955	0.2835615351
956	0.2833852018
957	0.2832507873
958	0.2831807512
959	0.2831147869
960	0.2830297706
961	0.2829982458
962	0.2828019817
963	0.2827307026
964	0.2826452791
965	0.2826007243
966	0.2825376746
967	0.2822637237
968	0.282068274
969	0.2820173114
970	0.2819807503
971	0.2819316093
972	0.2818738316
973	0.2818412995
974	0.2817065635
975	0.2815193862
976	0.2814003162
977	0.2813000197
978	0.2812624728
979	0.2811493606
980	0.2810887112
981	0.2809830141
982	0.2809425525
983	0.2808993907
984	0.2807088273
985	0.2806737664
986	0.2804430415
987	0.2801866424
988	0.280059643
989	0.2799964219
990	0.2798897604
991	0.2796975468
992	0.2796644147
993	0.2795702474
994	0.2795306431
995	0.2794478127
996	0.2791544025
997	0.2791120336
998	0.2790488768
999	0.2789159196
