iter	Passed	Remaining
645	1492	817
646	1494	815
647	1496	812
648	1498	810
649	1500	807
650	1501	805
651	1503	802
652	1506	800
653	1508	798
654	1510	795
655	1512	793
656	1514	790
657	1516	788
658	1517	785
659	1519	782
660	1522	780
661	1524	778
662	1526	775
663	1527	773
664	1529	770
665	1532	768
666	1533	765
667	1535	763
668	1538	761
669	1540	758
670	1542	756
671	1543	753
672	1545	751
673	1547	748
674	1549	746
675	1551	743
676	1553	741
677	1555	738
678	1557	736
679	1558	733
680	1560	731
681	1562	728
682	1564	726
683	1566	723
684	1568	721
685	1570	719
686	1572	716
687	1574	714
688	1576	711
689	1578	709
690	1580	706
691	1582	704
692	1584	701
693	1586	699
694	1588	697
695	1590	694
696	1592	692
697	1594	689
698	1596	687
699	1598	684
700	1600	682
701	1602	680
702	1604	677
703	1605	675
704	1607	672
705	1609	670
706	1611	667
707	1613	665
708	1615	662
709	1617	660
710	1619	658
711	1621	655
712	1623	653
713	1625	651
714	1627	648
715	1629	646
716	1631	643
717	1633	641
718	1635	639
719	1637	636
720	1639	634
721	1641	632
722	1643	629
723	1645	627
724	1647	624
725	1649	622
726	1651	620
727	1653	617
728	1654	615
729	1656	612
730	1658	610
731	1660	607
732	1662	605
733	1664	603
734	1667	601
735	1669	598
736	1670	596
737	1672	593
738	1674	591
739	1676	589
740	1678	586
741	1680	584
742	1683	582
743	1685	579
744	1686	577
745	1688	574
746	1690	572
747	1692	570
748	1694	567
749	1696	565
750	1698	563
751	1700	560
752	1702	558
753	1704	556
754	1706	553
755	1708	551
756	1710	549
757	1712	546
758	1714	544
759	1716	542
760	1718	539
761	1720	537
762	1722	535
763	1724	532
764	1726	530
765	1728	527
766	1730	525
767	1732	523
768	1734	521
769	1736	518
770	1738	516
771	1740	513
772	1741	511
773	1743	509
774	1746	506
775	1747	504
776	1750	502
777	1751	499
778	1753	497
779	1755	495
780	1757	492
781	1758	490
782	1761	488
783	1763	485
784	1765	483
785	1767	481
786	1769	478
787	1770	476
788	1772	474
789	1774	471
790	1777	469
791	1778	467
792	1780	464
793	1782	462
794	1784	460
795	1786	457
796	1788	455
797	1790	453
798	1792	451
799	1794	448
800	1796	446
801	1798	443
802	1800	441
803	1801	439
804	1803	436
805	1805	434
806	1807	432
807	1809	429
808	1811	427
809	1813	425
810	1814	422
811	1816	420
812	1818	418
813	1820	416
814	1822	413
815	1824	411
816	1826	409
817	1828	406
818	1830	404
819	1831	402
820	1833	399
821	1835	397
822	1837	395
823	1839	392
824	1841	390
825	1843	388
826	1844	385
827	1846	383
828	1848	381
829	1850	379
830	1852	376
831	1854	374
832	1856	372
833	1857	369
834	1859	367
835	1861	365
836	1863	362
837	1865	360
838	1867	358
839	1869	356
840	1871	353
841	1873	351
842	1875	349
843	1877	347
844	1879	344
845	1881	342
846	1883	340
847	1884	337
848	1886	335
849	1888	333
850	1890	331
851	1892	328
852	1894	326
853	1896	324
854	1898	321
855	1900	319
856	1902	317
857	1904	315
858	1905	312
859	1908	310
860	1910	308
861	1912	306
862	1914	303
863	1916	301
864	1918	299
865	1920	297
866	1922	294
